round,test_accuracy,test_loss,train_loss,avg_lambda_before,avg_lambda_after,budget_used,participation_rate,method
1,0.0686,4.318611438751221,4.306415713222343,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
2,0.126,3.7953795051574706,3.7268910410691998,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
3,0.1821,3.490526449584961,3.2948545110447554,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
4,0.2056,3.325883399581909,2.8399879296065227,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
5,0.2357,3.242184522628784,2.4415223334180443,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
6,0.2511,3.2829155334472655,1.9868108707644807,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
7,0.2617,3.454253064727783,1.564413914008412,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
8,0.2724,3.4525710723876952,1.4217237458493301,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
9,0.2826,3.549857825469971,1.1995522202992013,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
10,0.2852,3.684888842010498,1.002693380267434,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
11,0.2896,3.7365464653015135,0.8771493976506497,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
12,0.3054,3.8642081268310546,0.8576746560209918,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
13,0.3002,3.8099309700012207,0.8173120128695902,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
14,0.3037,3.815516943359375,0.7059463115489238,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
15,0.3062,3.9223060546875,0.6726618270425561,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
16,0.3113,3.8805701446533205,0.5703669798924641,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
17,0.3113,3.8901128257751463,0.6280161612226322,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
18,0.314,3.9711933227539062,0.5229421776562905,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
19,0.3225,3.8816829063415526,0.5763513433198894,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
20,0.3218,3.9833686569213866,0.5252992786142061,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
21,0.3212,4.010093811035156,0.47288099842483666,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
22,0.3245,4.0021231063842775,0.47007251466900296,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
23,0.3226,3.96097678527832,0.4963297215333333,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
24,0.3218,4.022394052886963,0.44321821850911536,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
25,0.3262,4.035370777130127,0.4456339439848644,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
26,0.3236,3.9899680572509766,0.4283090664778082,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
27,0.3214,4.069956868743897,0.3402683783178618,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
28,0.3244,4.166765451812744,0.3397416071725553,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
29,0.3231,4.19533218383789,0.34309512202511366,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
30,0.3248,4.144956815338134,0.3895604002386491,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
31,0.3259,4.162841278839111,0.34955265237730865,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
32,0.3264,4.18743007888794,0.35756667909724915,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
33,0.3268,4.161564181518555,0.33053820979897525,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
34,0.3327,4.339914111328125,0.2977444744528502,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
35,0.3261,4.236105317687988,0.3332526543645413,0.47650330004119257,0.26458215298986004,11.407773364570584,0.86,binary_aigc
