round,test_accuracy,test_loss,train_loss,avg_lambda_before,avg_lambda_after,budget_used,participation_rate,method
1,0.3998,2.147637281036377,2.058962901818108,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
2,0.6433,1.7405200801849365,1.7368962435640536,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
3,0.6609,1.2626107999801637,1.2758084609554188,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
4,0.699,1.005329566383362,0.9613613601570616,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
5,0.711,0.8860630634307861,0.8164450995163324,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
6,0.7251,0.8117884690284729,0.7445467164468734,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
7,0.7301,0.7700280227661133,0.7012171527309737,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
8,0.7423,0.7346194063663483,0.6688082977180894,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
9,0.747,0.7108130619049072,0.6455884838883614,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
10,0.7515,0.6902867394447326,0.6245919443835377,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
11,0.7521,0.6749185074806213,0.6101224395316783,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
12,0.7636,0.6593084305763245,0.5968156224038405,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
13,0.7683,0.6495543454170227,0.5827596789257363,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
14,0.7641,0.6373249679565429,0.5723004549123754,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
15,0.7766,0.626657701253891,0.5578539599145412,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
16,0.7788,0.6163195780754089,0.551330932221275,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
17,0.7798,0.611831278038025,0.5416947002658333,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
18,0.7848,0.5978756202697754,0.5338356357100152,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
19,0.7883,0.5892408678531647,0.5247178537662673,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
20,0.7903,0.5843242516040802,0.5217451239987657,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
21,0.7912,0.576326003742218,0.51459160634701,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
22,0.7916,0.5700921066761017,0.506850450740199,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
23,0.7937,0.5638376362800598,0.5017484909957817,0.4444665653844994,0.32885262859401027,1.454782461698964,0.54,random_incentive
