round,test_accuracy,test_loss,train_loss,avg_lambda_before,avg_lambda_after,budget_used,participation_rate,method
1,0.1996,2.1704856056213377,1.1857756548529628,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
2,0.2308,2.0333966226577758,1.0344249413259081,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
3,0.4164,1.6303274209976197,0.9510121748162195,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
4,0.4247,1.6352274351119995,0.7265915667859657,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
5,0.4518,1.4804921907424926,0.6862938330905882,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
6,0.4773,1.392102483177185,0.7133516244103827,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
7,0.5007,1.3966223123550414,0.5595809452275187,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
8,0.4613,1.5812185060501098,0.5327385114835089,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
9,0.5858,1.1891071104049682,0.48682027626116103,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
10,0.5717,1.322806219482422,0.3906937508385698,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
11,0.5465,1.3916075477600098,0.36352569650806016,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
12,0.559,1.3886002578735352,0.4043056949372466,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
13,0.5608,1.4430666799545289,0.37379462206483344,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
14,0.621,1.1970096600532532,0.2973706710122271,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
15,0.6134,1.2831125057220458,0.30234414339496585,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
16,0.607,1.3722625635147094,0.22955355180545373,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
17,0.6205,1.2615853044509888,0.28605503549123523,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
18,0.6324,1.1944006370544433,0.2500311833168757,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
19,0.6492,1.2026468108177184,0.20951717655752664,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
20,0.6611,1.1020302578926087,0.20609942286450356,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
21,0.5989,1.4928354082107544,0.19567068098552243,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
22,0.6332,1.412780482006073,0.20990086664775645,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
23,0.6639,1.1303471981048585,0.1785550061200945,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
24,0.6565,1.230176014995575,0.16492193297156058,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
25,0.684,1.0412481414794923,0.19982348045849643,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
26,0.6715,1.1219402116775512,0.19101961944915857,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
27,0.6665,1.1344422949790955,0.16090441503129066,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
28,0.6716,1.1587247476577758,0.1393399895484521,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
29,0.6759,1.1009346426963806,0.14657643009049637,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
30,0.6657,1.203984515762329,0.12834462936714053,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
31,0.6949,1.0558118589401244,0.13290573599507607,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
32,0.6815,1.1109539450645447,0.15332366344516274,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
33,0.6823,1.0410345184326173,0.12544662938030057,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
34,0.7024,1.0153750344276429,0.12170487825004316,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
35,0.6878,1.1097997992515565,0.1347597431762032,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
36,0.6588,1.29320856962204,0.12251771525973287,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
37,0.6724,1.1551482104301454,0.13358716703086487,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
38,0.6677,1.211551786518097,0.11123141870175936,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
39,0.6867,1.1401361769676208,0.11669838751946655,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
40,0.6844,1.1256932105064392,0.11317691354492505,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
41,0.6809,1.1884378007888794,0.10130308415846923,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
42,0.6951,1.1071692407608031,0.0865231541538508,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
43,0.6857,1.2570217473983765,0.06146619531791272,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
44,0.6781,1.2060704469680785,0.09491782473680453,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
45,0.6731,1.2307188778877258,0.09725246813278263,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
46,0.6911,1.087302734375,0.0995092723474248,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
47,0.6847,1.1651546549797058,0.08119097195606391,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
48,0.7002,1.0718047695159911,0.09045217539227893,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
49,0.6874,1.1584002256393433,0.08286230636179194,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
50,0.6847,1.1515789083480834,0.08312648076368356,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
51,0.6884,1.131859171295166,0.07891462887672152,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
52,0.702,1.0940040493011474,0.08213881923476703,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
53,0.6822,1.3458044023513793,0.05367476657210299,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
54,0.6821,1.2824571555137634,0.06985581192900274,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
55,0.7046,1.1612942989349366,0.06257230768220276,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
56,0.679,1.3016815609931947,0.06755571405436427,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
57,0.6982,1.1125414975166321,0.06972402803266559,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
58,0.6637,1.4297960214614869,0.06776681997240883,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
59,0.6882,1.155399865245819,0.06812973555666021,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
60,0.7132,1.0806570625305176,0.07348983951328329,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
61,0.7091,1.1369090631484986,0.06773403636534961,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
62,0.6939,1.2451029435157777,0.05868930586271516,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
63,0.6846,1.1777540132522584,0.07291384230383852,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
64,0.6915,1.2389765224456788,0.07067446454656809,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
65,0.7063,1.123572114467621,0.05406441905075361,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
66,0.7066,1.2059031584262847,0.05416325723257593,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
67,0.7016,1.1558178458213806,0.05975831821889542,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
68,0.7085,1.1301288494110107,0.06530196435309352,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
69,0.7056,1.2286465374946594,0.043578960830546,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
70,0.7032,1.1516210401535034,0.051054938106766465,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
71,0.6895,1.27286979637146,0.04169707796951486,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
72,0.6974,1.2084393760681151,0.0721945786707196,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
73,0.6876,1.2954396838188171,0.04159220977414689,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
74,0.7032,1.1697246669769288,0.06339396796260288,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
75,0.7147,1.136656808757782,0.0332776687964325,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
76,0.702,1.3051302890777587,0.0357226368478448,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
77,0.7089,1.175873724460602,0.045646099563516236,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
78,0.713,1.2310568490028382,0.038029633662557696,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
79,0.6862,1.4034911346435548,0.043266159004071464,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
80,0.7055,1.2511886492967605,0.05605906941018711,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
81,0.7035,1.2095946316242219,0.0514418543940199,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
82,0.7143,1.1583500606536865,0.04622156579132103,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
83,0.7009,1.2700721034049989,0.03492353549041891,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
84,0.6779,1.3569691926002503,0.05874421275920566,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
85,0.7023,1.2616039036750792,0.0430329400777282,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
86,0.7175,1.1578873661994935,0.04380698032239978,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
87,0.7177,1.1975558002471924,0.04061561841829945,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
88,0.6922,1.3972705716133118,0.04110791412108075,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
89,0.6725,1.3695708672523499,0.060618344517555774,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
90,0.6969,1.3138208407402039,0.04108977008303802,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
91,0.7214,1.1993678382873536,0.029715130732380732,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
92,0.6977,1.3709592467308045,0.03476320795343033,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
93,0.7191,1.180149343585968,0.050173271029553754,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
94,0.7139,1.313843367767334,0.020770306409272632,0.5453565788992923,0.5453565788992923,0.030568499256695775,1.0,proposed_active_set
